tipo_accion,tipo_usuario,nombre_tipo_usuario,tiempo_llegada,tiempo_espera,tiempo_servicio,tiempo_sistema,cajero,inicio_servicio,fin_servicio,replica
retiro,2,Lento,1.7309455924695474,0.0,3.856255580462432,3.856255580462432,0,1.7309455924695474,5.587201172931979,1
pago,2,Lento,3.8171174600142264,0.0,0.373893241586109,0.373893241586109,2,3.8171174600142264,4.1910107016003355,1
retiro,1,Normal,6.091179282972636,0.0,3.2566201137920943,3.2566201137920943,0,6.091179282972636,9.34779939676473,1
retiro,0,Rápido,6.431061164864529,0.0,2.4034394181249064,2.4034394181249064,1,6.431061164864529,8.834500582989435,1
retiro,1,Normal,11.784339231566047,0.0,0.05042891393314576,0.05042891393314576,0,11.784339231566047,11.834768145499194,1
retiro,3,Muy lento,12.569613804249377,0.0,3.180630316403526,3.180630316403526,0,12.569613804249377,15.750244120652903,1
pago,1,Normal,14.051822027008635,0.0,4.163805428623518,4.163805428623518,2,14.051822027008635,18.215627455632152,1
retiro,1,Normal,14.510268744643085,0.0,1.3496948506525668,1.3496948506525668,1,14.510268744643085,15.859963595295651,1
retiro,1,Normal,15.421335637440388,0.32890848321251553,1.7001884187301446,2.02909690194266,0,15.750244120652903,17.450432539383048,1
retiro,1,Normal,17.79956630102677,0.0,2.1423802500498477,2.1423802500498477,0,17.79956630102677,19.941946551076615,1
pago,3,Muy lento,16.92881520592494,1.2868122497072108,3.7290157765909187,5.015828026298129,2,18.215627455632152,21.944643232223072,1
retiro,1,Normal,20.34067577359209,0.0,4.737947057176683,4.737947057176683,0,20.34067577359209,25.078622830768772,1
retiro,2,Lento,21.98716203595885,0.0,1.6677491740424275,1.6677491740424275,1,21.98716203595885,23.654911210001277,1
retiro,1,Normal,23.05905912014281,0.595852089858468,1.4861274641447961,2.081979554003264,1,23.654911210001277,25.141038674146074,1
retiro,0,Rápido,24.29484735610745,0.7837754746613221,0.05459208803241652,0.8383675626937387,0,25.078622830768772,25.13321491880119,1
retiro,3,Muy lento,27.740592723899493,0.0,1.477609146847523,1.477609146847523,0,27.740592723899493,29.218201870747016,1
retiro,1,Normal,34.443750675694325,0.0,5.802598549185864,5.802598549185864,0,34.443750675694325,40.24634922488019,1
pago,2,Lento,39.96931203758388,0.0,0.7026974164092971,0.7026974164092971,2,39.96931203758388,40.672009453993184,1
retiro,1,Normal,42.677719285495286,0.0,1.3303840987084268,1.3303840987084268,0,42.677719285495286,44.008103384203714,1
retiro,1,Normal,43.46210494599992,0.0,0.7145471156246566,0.7145471156246566,1,43.46210494599992,44.17665206162457,1
retiro,1,Normal,44.650956624060186,0.0,2.982424401226692,2.982424401226692,0,44.650956624060186,47.63338102528688,1
pago,2,Lento,46.50301873286146,0.0,7.530202647041718,7.530202647041718,2,46.50301873286146,54.03322137990318,1
pago,3,Muy lento,52.95036285531992,1.0828585245832585,2.266193394926587,3.3490519195098454,2,54.03322137990318,56.29941477482977,1
pago,0,Rápido,55.03519268675512,1.2642220880746535,0.47750624971777333,1.7417283377924269,2,56.29941477482977,56.77692102454754,1
retiro,2,Lento,58.82468676366696,0.0,3.2254044915903255,3.2254044915903255,0,58.82468676366696,62.050091255257286,1
retiro,1,Normal,62.17615792534178,0.0,1.1162007890449,1.1162007890449,0,62.17615792534178,63.29235871438669,1
retiro,2,Lento,67.34108343645691,0.0,4.28779498669717,4.28779498669717,0,67.34108343645691,71.62887842315408,1
retiro,1,Normal,68.58510519951122,0.0,0.11419813191143333,0.11419813191143333,1,68.58510519951122,68.69930333142266,1
retiro,1,Normal,72.11090346778383,0.0,5.6880583684033725,5.6880583684033725,0,72.11090346778383,77.7989618361872,1
retiro,1,Normal,74.26357830209176,0.0,0.28421956707544754,0.28421956707544754,1,74.26357830209176,74.54779786916721,1
retiro,1,Normal,74.63509013356897,0.0,3.048633027792841,3.048633027792841,1,74.63509013356897,77.68372316136181,1
