tipo_accion,tipo_usuario,nombre_tipo_usuario,tiempo_llegada,tiempo_espera,tiempo_servicio,tiempo_sistema,cajero,inicio_servicio,fin_servicio,replica
retiro,2,Lento,1.7309455924695474,0.0,3.856255580462432,3.856255580462432,0,1.7309455924695474,5.587201172931979,1
pago,2,Lento,3.8171174600142264,0.0,0.373893241586109,0.373893241586109,1,3.8171174600142264,4.1910107016003355,1
retiro,1,Normal,6.091179282972636,0.0,3.2566201137920943,3.2566201137920943,0,6.091179282972636,9.34779939676473,1
retiro,0,Rápido,6.431061164864529,0.0,2.4034394181249064,2.4034394181249064,1,6.431061164864529,8.834500582989435,1
retiro,1,Normal,11.784339231566047,0.0,0.05042891393314576,0.05042891393314576,0,11.784339231566047,11.834768145499194,1
retiro,3,Muy lento,12.569613804249377,0.0,3.180630316403526,3.180630316403526,0,12.569613804249377,15.750244120652903,1
pago,1,Normal,14.051822027008635,0.0,4.163805428623518,4.163805428623518,1,14.051822027008635,18.215627455632152,1
retiro,1,Normal,14.510268744643085,0.0,1.3496948506525668,1.3496948506525668,2,14.510268744643085,15.859963595295651,1
retiro,1,Normal,15.421335637440388,0.0,3.639305727724515,3.639305727724515,3,15.421335637440388,19.0606413651649,1
pago,2,Lento,17.971618265535604,0.0,1.6151581760221028,1.6151581760221028,0,17.971618265535604,19.586776441557706,1
retiro,1,Normal,20.11399851558545,0.0,0.9251857790318698,0.9251857790318698,0,20.11399851558545,21.03918429461732,1
retiro,2,Lento,21.712148134124416,0.0,7.106920585765025,7.106920585765025,0,21.712148134124416,28.81906871988944,1
retiro,2,Lento,23.358634396491176,0.0,1.6677491740424275,1.6677491740424275,1,23.358634396491176,25.026383570533604,1
retiro,1,Normal,24.430531480675135,0.0,0.002855799052473024,0.002855799052473024,2,24.430531480675135,24.433387279727608,1
retiro,2,Lento,26.65972267689233,0.0,3.5737666723473205,3.5737666723473205,1,26.65972267689233,30.23348934923965,1
pago,3,Muy lento,26.878091029021995,0.0,2.585816006983165,2.585816006983165,2,26.878091029021995,29.46390703600516,1
retiro,1,Normal,33.58124898081683,0.0,5.802598549185864,5.802598549185864,0,33.58124898081683,39.3838475300027,1
pago,2,Lento,39.10681034270639,0.0,0.7026974164092971,0.7026974164092971,1,39.10681034270639,39.80950775911569,1
retiro,1,Normal,41.81521759061779,0.0,1.3303840987084268,1.3303840987084268,0,41.81521759061779,43.14560168932622,1
retiro,1,Normal,42.599603251122424,0.0,0.7145471156246566,0.7145471156246566,1,42.599603251122424,43.31415036674708,1
retiro,1,Normal,43.78845492918269,0.0,2.982424401226692,2.982424401226692,0,43.78845492918269,46.770879330409386,1
pago,2,Lento,45.64051703798397,0.0,7.530202647041718,7.530202647041718,1,45.64051703798397,53.17071968502569,1
pago,3,Muy lento,52.08786116044243,0.0,19.59095987821671,19.59095987821671,0,52.08786116044243,71.67882103865914,1
retiro,3,Muy lento,53.059086901125255,0.0,2.583257068176733,2.583257068176733,2,53.059086901125255,55.64234396930199,1
pago,3,Muy lento,53.695761900748955,0.0,7.525943813710759,7.525943813710759,1,53.695761900748955,61.221705714459716,1
retiro,1,Normal,57.04723306242378,0.0,1.1162007890449,1.1162007890449,2,57.04723306242378,58.16343385146868,1
retiro,2,Lento,62.21215857353891,0.0,4.28779498669717,4.28779498669717,1,62.21215857353891,66.49995356023608,1
retiro,1,Normal,63.45618033659322,0.0,0.11419813191143333,0.11419813191143333,2,63.45618033659322,63.57037846850466,1
retiro,1,Normal,66.98197860486584,0.0,5.6880583684033725,5.6880583684033725,1,66.98197860486584,72.67003697326922,1
retiro,1,Normal,69.13465343917377,0.0,0.28421956707544754,0.28421956707544754,2,69.13465343917377,69.41887300624923,1
retiro,1,Normal,69.50616527065098,0.0,3.048633027792841,3.048633027792841,2,69.50616527065098,72.55479829844383,1
pago,0,Rápido,70.26683099207973,0.0,4.782929130419008,4.782929130419008,3,70.26683099207973,75.04976012249874,1
pago,1,Normal,70.63732520825458,1.041495830404557,0.5527613663794193,1.5942571967839763,0,71.67882103865914,72.23158240503855,1
pago,3,Muy lento,71.51758284256466,0.7139995624738873,7.6547247238220235,8.368724286295912,0,72.23158240503855,79.88630712886058,1
retiro,2,Lento,77.11726127018278,0.0,4.948209873364535,4.948209873364535,1,77.11726127018278,82.06547114354731,1
retiro,0,Rápido,77.15343658230437,0.0,0.3306366418616322,0.3306366418616322,2,77.15343658230437,77.484073224166,1
pago,0,Rápido,77.16168702886955,0.0,1.3464489312892582,1.3464489312892582,3,77.16168702886955,78.50813596015881,1
retiro,0,Rápido,77.18515052443567,0.29892269973032626,0.14452931570358868,0.44345201543391494,2,77.484073224166,77.62860253986959,1
retiro,2,Lento,78.8560392924464,0.0,1.2075159272448606,1.2075159272448606,2,78.8560392924464,80.06355521969125,1
retiro,3,Muy lento,93.55777303534863,0.0,1.1061926953902907,1.1061926953902907,0,93.55777303534863,94.66396573073892,1
retiro,3,Muy lento,101.39379590373424,0.0,2.454413316695386,2.454413316695386,0,101.39379590373424,103.84820922042962,1
pago,3,Muy lento,105.1562812266611,0.0,14.424458489623504,14.424458489623504,0,105.1562812266611,119.5807397162846,1
retiro,1,Normal,105.80558085357433,0.0,0.25710459681126335,0.25710459681126335,1,105.80558085357433,106.06268545038559,1
pago,0,Rápido,106.92203444453226,0.0,0.222036765958227,0.222036765958227,1,106.92203444453226,107.14407121049048,1
retiro,1,Normal,107.32236435341389,0.0,1.4721682503650038,1.4721682503650038,1,107.32236435341389,108.79453260377889,1
retiro,1,Normal,109.99423661354696,0.0,0.34918876240866875,0.34918876240866875,1,109.99423661354696,110.34342537595563,1
retiro,1,Normal,110.94507678411733,0.0,0.46206380667944474,0.46206380667944474,1,110.94507678411733,111.40714059079677,1
pago,3,Muy lento,111.39719951724315,0.0,3.228538498226255,3.228538498226255,2,111.39719951724315,114.62573801546941,1
retiro,1,Normal,112.04400368742806,0.0,1.3935350165637663,1.3935350165637663,1,112.04400368742806,113.43753870399182,1
pago,2,Lento,115.19457022229928,0.0,4.527015007293969,4.527015007293969,1,115.19457022229928,119.72158522959325,1
pago,0,Rápido,116.5603707193246,0.0,8.771682283046776,8.771682283046776,2,116.5603707193246,125.33205300237137,1
retiro,1,Normal,118.792106660482,0.0,2.4899284234845105,2.4899284234845105,3,118.792106660482,121.28203508396652,1
